estimating the workload which takes just one milli-second...
end estimation
0	0	1
0	1	2
0	2	3
0	3	4
0	3	5
0	4	6
0	5	7
0	5	8
0	6	9
0	7	10
0	8	11
0	8	12
0	9	13
0	10	14
0	11	15
0	12	16
0	12	17
0	13	18
0	14	19
0	14	20
0	15	21
0	16	22
0	16	23
0	17	24
0	18	25
0	18	26
0	19	27
0	20	28
0	21	29
0	21	30
0	22	31
0	23	32
0	24	33
0	24	34
0	25	35
0	26	36
0	26	37
0	27	38
0	28	39
0	29	40
0	30	41
0	30	42
0	31	43
0	32	44
0	33	45
0	34	46
0	34	47
0	35	48
0	36	49
0	37	50
0	37	51
0	38	52
0	39	53
0	39	54
0	40	55
0	41	56
0	42	57
0	42	58
0	43	59
0	44	60
0	44	61
0	45	62
0	46	63
0	47	64
0	47	65
0	48	66
0	49	67
0	50	68
0	50	69
0	51	70
0	52	71
0	52	72
0	53	73
0	54	74
0	54	75
0	55	76
0	56	77
0	57	78
0	58	79
0	60	80
0	61	81
0	62	82
0	63	83
0	64	84
0	64	85
0	65	86
0	66	87
0	66	88
0	67	89
0	68	90
0	68	91
0	69	92
0	70	93
0	70	94
0	71	95
0	72	96
0	73	97
0	73	98
0	74	99
0	75	100
