estimating the workload which takes just one milli-second...
end estimation
2	1	1
2	2	2
2	3	3
2	4	4
2	5	5
2	5	6
2	6	7
2	7	8
2	8	9
2	9	10
2	9	11
2	10	12
2	61	13
2	62	14
2	63	15
2	64	16
2	64	17
2	65	18
2	66	19
2	90	20
2	91	21
2	92	22
2	93	23
2	94	24
2	94	25
2	95	26
2	96	27
2	109	28
2	110	29
2	124	30
2	124	31
2	125	32
2	126	33
2	134	34
2	135	35
2	136	36
2	136	37
2	137	38
2	138	39
2	139	40
2	140	41
2	140	42
2	141	43
2	142	44
2	143	45
2	167	46
2	168	47
2	169	48
2	169	49
2	170	50
2	171	51
2	193	52
2	193	53
2	194	54
2	195	55
2	196	56
2	196	57
2	213	58
2	214	59
2	215	60
2	216	61
2	217	62
2	217	63
2	218	64
2	233	65
2	234	66
2	235	67
2	243	68
2	243	69
2	244	70
2	259	71
2	260	72
2	261	73
2	265	74
2	266	75
2	267	76
2	267	77
2	268	78
2	269	79
2	269	80
2	284	81
2	285	82
2	285	83
2	286	84
2	287	85
2	288	86
2	307	87
2	308	88
2	309	89
2	309	90
2	318	91
2	319	92
2	320	93
2	321	94
2	322	95
2	323	96
2	344	97
2	344	98
2	345	99
2	346	100
1	14	1
1	14	2
1	15	3
1	16	4
1	17	5
1	17	6
1	18	7
1	19	8
1	20	9
1	20	10
1	57	11
1	58	12
1	58	13
1	59	14
1	60	15
1	69	16
1	70	17
1	70	18
1	71	19
1	72	20
1	73	21
1	74	22
1	75	23
1	75	24
1	76	25
1	105	26
1	106	27
1	107	28
1	108	29
1	126	30
1	127	31
1	128	32
1	129	33
1	144	34
1	145	35
1	145	36
1	146	37
1	147	38
1	148	39
1	149	40
1	150	41
1	160	42
1	161	43
1	162	44
1	163	45
1	173	46
1	174	47
1	175	48
1	176	49
1	189	50
1	190	51
1	190	52
1	191	53
1	192	54
1	197	55
1	198	56
1	198	57
1	199	58
1	200	59
1	201	60
1	202	61
1	203	62
1	229	63
1	230	64
1	230	65
1	232	66
1	238	67
1	239	68
1	240	69
1	241	70
1	242	71
1	262	72
1	263	73
1	263	74
1	264	75
1	273	76
1	274	77
1	275	78
1	276	79
1	277	80
1	278	81
1	278	82
1	293	83
1	294	84
1	294	85
1	295	86
1	296	87
1	313	88
1	314	89
1	315	90
1	316	91
1	317	92
1	317	93
1	330	94
1	331	95
1	332	96
1	332	97
1	333	98
1	349	99
1	350	100
3	10	1
3	11	2
3	12	3
3	40	4
3	41	5
3	42	6
3	42	7
3	43	8
3	44	9
3	45	10
3	46	11
3	47	12
3	48	13
3	49	14
3	49	15
3	50	16
3	81	17
3	82	18
3	83	19
3	84	20
3	85	21
3	85	22
3	86	23
3	87	24
3	88	25
3	89	26
3	111	27
3	112	28
3	130	29
3	131	30
3	132	31
3	133	32
3	151	33
3	151	34
3	152	35
3	153	36
3	154	37
3	155	38
3	155	39
3	156	40
3	157	41
3	158	42
3	159	43
3	171	44
3	172	45
3	183	46
3	184	47
3	185	48
3	186	49
3	187	50
3	187	51
3	188	52
3	204	53
3	205	54
3	206	55
3	207	56
3	208	57
3	208	58
3	221	59
3	222	60
3	222	61
3	223	62
3	235	63
3	236	64
3	237	65
3	246	66
3	246	67
3	247	68
3	248	69
3	249	70
3	250	71
3	251	72
3	251	73
3	252	74
3	253	75
3	279	76
3	280	77
3	281	78
3	282	79
3	283	80
3	283	81
3	298	82
3	298	83
3	299	84
3	300	85
3	301	86
3	302	87
3	303	88
3	323	89
3	324	90
3	325	91
3	333	92
3	334	93
3	335	94
3	336	95
3	337	96
3	348	97
3	348	98
3	351	99
3	352	100
0	22	1
0	22	2
0	23	3
0	24	4
0	25	5
0	26	6
0	26	7
0	27	8
0	28	9
0	29	10
0	30	11
0	67	12
0	68	13
0	77	14
0	78	15
0	79	16
0	80	17
0	97	18
0	98	19
0	99	20
0	100	21
0	101	22
0	102	23
0	103	24
0	104	25
0	112	26
0	113	27
0	114	28
0	114	29
0	115	30
0	116	31
0	117	32
0	118	33
0	118	34
0	119	35
0	120	36
0	121	37
0	122	38
0	123	39
0	164	40
0	165	41
0	166	42
0	176	43
0	177	44
0	177	45
0	178	46
0	179	47
0	180	48
0	180	49
0	181	50
0	182	51
0	183	52
0	209	53
0	210	54
0	211	55
0	212	56
0	213	57
0	220	58
0	220	59
0	225	60
0	225	61
0	226	62
0	227	63
0	228	64
0	229	65
0	254	66
0	255	67
0	256	68
0	256	69
0	257	70
0	258	71
0	259	72
0	259	73
0	271	74
0	272	75
0	273	76
0	289	77
0	289	78
0	290	79
0	291	80
0	292	81
0	304	82
0	305	83
0	306	84
0	310	85
0	310	86
0	311	87
0	312	88
0	326	89
0	327	90
0	327	91
0	328	92
0	338	93
0	339	94
0	340	95
0	341	96
0	342	97
0	342	98
0	343	99
0	353	100
