0	5	1
0	6	2
0	7	3
0	7	4
0	8	5
0	9	6
0	10	7
0	11	8
0	12	9
0	13	10
0	14	11
0	15	12
0	16	13
0	22	14
0	23	15
0	24	16
0	25	17
0	26	18
0	26	19
0	27	20
0	28	21
0	29	22
0	30	23
0	31	24
0	32	25
0	33	26
0	34	27
0	35	28
0	36	29
0	36	30
0	37	31
0	38	32
0	39	33
0	40	34
0	41	35
0	49	36
0	50	37
0	51	38
0	51	39
0	52	40
0	53	41
0	54	42
0	55	43
0	56	44
0	57	45
0	58	46
0	59	47
0	60	48
0	61	49
0	62	50
0	63	51
0	64	52
0	65	53
0	66	54
0	66	55
0	67	56
0	68	57
0	69	58
0	70	59
0	71	60
0	72	61
0	72	62
0	73	63
0	84	64
0	85	65
0	86	66
0	87	67
0	88	68
0	89	69
0	90	70
0	91	71
0	92	72
0	93	73
0	94	74
0	94	75
0	95	76
0	96	77
0	97	78
0	98	79
0	99	80
0	100	81
0	101	82
0	102	83
0	102	84
0	103	85
0	104	86
0	105	87
0	106	88
0	107	89
0	108	90
0	109	91
0	110	92
0	111	93
0	112	94
0	113	95
0	113	96
0	114	97
0	125	98
0	126	99
0	127	100
1	1	1
1	2	2
1	4	3
1	17	4
1	18	5
1	19	6
1	20	7
1	21	8
1	42	9
1	43	10
1	44	11
1	44	12
1	45	13
1	46	14
1	47	15
1	48	16
1	75	17
1	76	18
1	77	19
1	78	20
1	79	21
1	79	22
1	80	23
1	81	24
1	82	25
1	83	26
1	84	27
1	115	28
1	116	29
1	117	30
1	118	31
1	118	32
1	119	33
1	120	34
1	121	35
1	122	36
1	123	37
1	124	38
1	127	39
1	128	40
1	129	41
1	130	42
1	131	43
1	131	44
1	132	45
1	133	46
1	134	47
1	135	48
1	136	49
1	136	50
1	137	51
1	138	52
1	139	53
1	140	54
1	141	55
1	142	56
1	142	57
1	143	58
1	144	59
1	145	60
1	146	61
1	147	62
1	147	63
1	148	64
1	149	65
1	150	66
1	151	67
1	152	68
1	152	69
1	153	70
1	154	71
1	155	72
1	156	73
1	156	74
1	157	75
1	158	76
1	159	77
1	160	78
1	161	79
1	162	80
1	163	81
1	164	82
1	165	83
1	166	84
1	166	85
1	167	86
1	168	87
1	169	88
1	169	89
1	170	90
1	171	91
1	172	92
1	173	93
1	174	94
1	174	95
1	175	96
1	176	97
1	177	98
1	178	99
1	178	100
